n, np, nt, maxError, used time
16384, 36, 1, 8.887468e-09, 32.332270 
16384, 18, 2, 8.887468e-09, 54.092950 
16384, 4, 9, 8.887468e-09, 73.424424 
16384, 9, 4, 8.887468e-09, 72.000980 
16384, 6, 6, 8.887468e-09, 73.386244 
16384, 12, 3, 8.887468e-09, 72.845825 
16384, 3, 12, 8.887468e-09, 75.449085 
16384, 2, 18, 8.887468e-09, 79.461845 
16384, 1, 36, 8.887468e-09, 87.609736 
