n, np, nt, maxError, used time
8192, 7, 1, 4.149922e-08, 27.228226 
8192, 6, 1, 4.149922e-08, 31.831550 
8192, 5, 1, 4.149922e-08, 37.586634 
8192, 4, 1, 4.149922e-08, 46.820694 
8192, 8, 1, 4.149922e-08, 23.879720 
8192, 9, 1, 4.149922e-08, 21.258698 
8192, 3, 1, 4.149922e-08, 62.368672 
8192, 10, 1, 4.149922e-08, 19.019113 
8192, 11, 1, 4.149922e-08, 17.323290 
8192, 12, 1, 4.149922e-08, 16.164084 
8192, 2, 1, 4.149922e-08, 94.570559 
8192, 1, 1, 4.149922e-08, 186.774632 
