n, np, nt, maxError, used time
32, 12, 3, 2.734955e-03, 0.817896 
256, 12, 3, 4.267049e-05, 0.831693 
16, 12, 3, 1.098931e-02, 1.305584 
128, 12, 3, 1.706940e-04, 0.819688 
64, 12, 3, 6.829684e-04, 1.224788 
1024, 12, 3, 2.666847e-06, 0.904872 
2048, 12, 3, 6.667092e-07, 1.850182 
4096, 12, 3, 1.666619e-07, 6.291442 
8192, 12, 3, 4.149922e-08, 19.522835 
16384, 12, 3, 8.887468e-09, 72.710218 
512, 12, 3, 1.066744e-05, 1.152991 
